iso3,country_name,year,risk_governance,risk_conflict,risk_economic,risk_democracy,risk_corruption,risk_social_unrest,risk_sanctions,risk_geopolitical,prism_score,control_of_corruption,govt_effectiveness,political_stability,regulatory_quality,rule_of_law,gdp_growth,inflation,unemployment,debt_to_gdp,cpi_score,v2x_polyarchy,v2x_libdem,conflict_events,total_fatalities,political_rights,civil_liberties
DOM,Dominican Republic,2019,50.98,100.0,75.35,47.99,67.94,73.66,72.54,54.4,67.86,-0.802128499999999,-0.299485699999999,0.0515231,-0.1017681,-0.4801078,4.8940301149584,1.81060377042959,6.356,,37.0,0.569,0.34,0.0,0.0,3.0,3.0
DOM,Dominican Republic,2020,49.32,100.0,72.15,38.83,60.75,74.85,72.42,45.18,64.19,-0.706555199999999,-0.3603632,0.2361204,-0.0974015999999999,-0.3813297,-7.92905234231061,3.78103179915516,6.126,,37.0,0.656,0.449,0.0,0.0,3.0,3.0
DOM,Dominican Republic,2021,46.5,100.0,76.08,34.22,57.58,74.82,73.03,40.28,62.81,-0.545258,-0.1501487,0.3502987,-0.0103431,-0.3243436,14.0124289062207,8.24300347981809,7.702,,37.0,0.694,0.484,0.0,0.0,3.0,3.0
DOM,Dominican Republic,2022,44.9,100.0,75.81,34.519999999999996,56.95,74.82,72.41,40.45,62.48,-0.422172599999999,-0.121071299999999,0.4914554,-0.0598314999999999,-0.2774196,5.23795652902595,8.81109209279587,5.504,,37.0,0.692,0.478,0.0,0.0,3.0,3.0
DOM,Dominican Republic,2023,43.59,100.0,75.21,34.790000000000006,57.01,74.82,74.01,39.22,62.33,-0.429853,0.045792,0.4655668,0.0485044,-0.241159899999999,2.19229848237939,4.78561281021135,5.555,,37.0,0.692,0.471,0.0,0.0,3.0,3.0
DOM,Dominican Republic,2024,42.02,100.0,76.23,31.269999999999996,55.76,74.61,75.96,38.34,61.77,-0.2654917,0.0746487,0.5893402,0.207328,-0.1822626,4.95352204492849,3.30223338951227,5.312,,37.0,0.71,0.495,0.0,0.0,3.0,3.0
DZA,Algeria,2019,62.07,99.9,68.86,75.63,65.28,36.58,60.73,62.18,66.4,-0.620545999999999,-0.315897,-1.06252749999999,-1.1291834,-0.845730299999999,0.899999999219148,1.95176821052891,12.302,,34.0,0.293,0.153,9.0,15.0,6.0,5.0
DZA,Algeria,2020,59.87,99.81,65.69,76.42,65.49000000000001,35.48,61.25,62.46,65.81,-0.635634599999999,-0.2693237,-0.883733299999999,-1.08103289999999,-0.7746944,-4.99999999908597,2.41513094083413,14.08,,34.0,0.279,0.152,17.0,28.0,6.0,5.0
DZA,Algeria,2021,61.29,99.93,68.06,75.68,65.61,32.95,62.08,63.78,66.17,-0.6509952,-0.4641151,-0.9009933,-0.9720042,-0.7553319,3.79999999900707,7.22606307415477,13.656,,34.0,0.282,0.139,6.0,18.0,6.0,5.0
DZA,Algeria,2022,59.47,99.96,69.05,76.07,65.14,30.58,62.97,62.4,65.7,-0.6430769,-0.2671351,-0.8074555,-0.8782506,-0.798385,3.60000000094915,9.26551551551552,12.382,,34.0,0.269,0.126,3.0,14.0,6.0,5.0
DZA,Algeria,2023,59.07,100.0,69.85,76.33,64.97999999999999,30.66,64.03,63.06,66.0,-0.6397452,-0.355560999999999,-0.7317401,-0.7856434,-0.7329544,4.10000000005964,9.32217375928322,11.645,,34.0,0.265,0.123,0.0,0.0,6.0,5.0
DZA,Algeria,2024,57.75,100.0,70.05,76.07,64.49000000000001,30.76,64.87,62.34,65.79,-0.5933952,-0.2511914,-0.6935882,-0.7526468,-0.6967772,3.69999999907979,4.04611455313434,11.655,,34.0,0.26,0.123,0.0,0.0,6.0,5.0
ECU,Ecuador,2019,53.4,99.99,76.55,37.52,60.24,75.21,65.45,44.58,64.12,-0.5273627,-0.195296299999999,-0.209832,-0.731576999999999,-0.6485634,0.1654044646003,0.266012515466155,3.812,,33.0,0.617,0.446,1.0,2.0,3.0,3.0
ECU,Ecuador,2020,53.46,100.0,72.06,35.92,60.85,75.59,65.45,46.03,63.67,-0.5183859,-0.343507499999999,-0.1513823,-0.7359599,-0.5676359,-9.24509619165865,-0.338872392562139,6.116,,33.0,0.626,0.481,0.0,0.0,3.0,3.0
ECU,Ecuador,2021,51.07,99.78,78.3,34.66,58.82,75.24,67.49,41.44,63.35,-0.6326965,-0.1107469,-0.1983083,-0.5551263,-0.4314709,9.42189269033631,0.133251386096389,4.504,,33.0,0.625,0.454,8.0,291.0,3.0,3.0
ECU,Ecuador,2022,51.61,99.85,77.92,30.92,61.21,80.69,68.07,41.51,63.97,-0.655353,0.0016248999999999,-0.2336288,-0.4783493,-0.5794902,5.86842354862311,3.46616972213076,3.713,,33.0,0.661,0.504,9.0,115.0,2.0,3.0
ECU,Ecuador,2023,55.8,100.0,77.18,32.739999999999995,64.53999999999999,78.12,66.79,46.29,65.18,-0.719996,-0.162533899999999,-0.3543579,-0.5994798,-0.858649799999999,1.98823813984235,2.21568764237058,3.51,,33.0,0.641,0.463,0.0,0.0,2.0,3.0
ECU,Ecuador,2024,59.72,100.0,76.25,32.510000000000005,65.0,70.45,66.31,46.75,64.62,-0.775680199999999,-0.2196127,-0.7210909,-0.6464312,-0.9650369,-2.00125476341026,1.54732515615369,3.453,,33.0,0.641,0.443,0.0,0.0,3.0,3.0
EGY,"Egypt, Arab Rep.",2019,60.88,98.43,73.71,86.78999999999999,67.05,17.17,65.0,64.97999999999999,66.75,-0.652109199999999,-0.118641699999999,-1.19692089999999,-0.7028437,-0.749387999999999,5.55209307156956,9.15279959324803,7.851,,30.0,0.174,0.116,120.0,664.0,6.0,6.0
EGY,"Egypt, Arab Rep.",2020,61.45,98.45,73.33,86.37,68.11,17.77,66.13,65.75999999999999,67.17,-0.7914606,-0.234355899999999,-1.1172787,-0.6355909,-0.789880599999999,3.55016483786838,5.04493288977538,7.974,,30.0,0.176,0.117,124.0,547.0,6.0,6.0
EGY,"Egypt, Arab Rep.",2021,61.22,99.28,73.74,85.03,66.44,17.74,66.87,63.91,66.78,-0.7873199,-0.225102299999999,-1.066781,-0.5701379,-0.8185251,3.29064601202211,5.21404940513042,7.441,,30.0,0.18,0.116,64.0,124.0,6.0,6.0
EGY,"Egypt, Arab Rep.",2022,59.45,99.18,74.9,84.48,66.36,18.69,64.98,63.19,66.4,-0.7776624,-0.1434309,-0.9542974,-0.6685017,-0.772813099999999,6.58784560886967,13.8956609775177,6.546,,30.0,0.183,0.123,68.0,236.0,6.0,6.0
EGY,"Egypt, Arab Rep.",2023,58.31,100.0,72.81,84.33,68.98,18.62,64.32,64.6,66.5,-0.816904499999999,-0.0397463,-0.899323299999999,-0.5731672,-0.7776875,3.76028052279247,33.8847763115546,6.753,,30.0,0.187,0.123,0.0,0.0,6.0,6.0
EGY,"Egypt, Arab Rep.",2024,59.12,100.0,72.73,84.3,69.06,19.04,65.65,65.06,66.87,-0.8269898,-0.0970579,-0.9779235,-0.499469399999999,-0.751539899999999,2.3991692678251,28.2705899322082,6.817,,30.0,0.186,0.123,0.0,0.0,6.0,6.0
ERI,Eritrea,2019,76.18,100.0,84.3,97.93,82.63,1.48,4.78,81.36,66.08,-1.4238042,-1.4628029,-0.9764301,-1.9646637,-1.6886873,,,5.812,,13.0,0.07,0.009,0.0,0.0,7.0,7.0
ERI,Eritrea,2020,75.91,100.0,82.75,97.93,82.16,1.13,4.95,80.91,65.72,-1.3612091,-1.3975653,-1.0705711,-1.95704219999999,-1.6238593,,,6.375,,13.0,0.069,0.01,0.0,0.0,7.0,7.0
ERI,Eritrea,2021,75.78,100.0,82.43,97.86,83.13,1.37,4.22,81.74,65.82,-1.36851339999999,-1.394653,-1.02707899999999,-1.98880149999999,-1.6516587,,,6.489,,13.0,0.071,0.01,0.0,0.0,7.0,7.0
ERI,Eritrea,2022,76.59,99.96,83.69,97.78,83.1,1.48,4.21,81.36,66.02,-1.3644356,-1.34348739999999,-1.0696541,-1.9894957,-1.7694664,,,6.033,,13.0,0.071,0.012,4.0,4.0,7.0,7.0
ERI,Eritrea,2023,75.0,100.0,84.03,97.97,83.37,1.16,3.31,81.64,65.81,-1.4131414,-1.3802453,-0.7897784,-2.0283618,-1.79714659999999,,,5.909,,13.0,0.068,0.01,0.0,0.0,7.0,7.0
ERI,Eritrea,2024,75.0,100.0,83.92,97.97,85.21000000000001,1.06,3.15,82.34,66.08,-1.6331361,-1.45617889999999,-0.7086146,-2.0353648,-1.8026292,,,5.947,,13.0,0.069,0.009,0.0,0.0,7.0,7.0
ESP,Spain,2019,27.159999999999997,100.0,61.54,5.049999999999997,26.0,99.65,70.94,10.700000000000003,50.13,0.8202611,1.118598,0.267048,0.9446573,1.0955949,1.96117850841711,0.699518994458738,14.104,111.293101240882,55.0,0.871,0.804,0.0,0.0,1.0,1.0
ESP,Spain,2020,28.33,100.0,54.51,5.489999999999995,25.92,99.19,65.37,11.11,48.74,0.8309019,1.0477979,0.2956928,0.8370928,0.9801536,-10.9400706350371,-0.322753017299739,15.532,138.955245532848,55.0,0.874,0.786,0.0,0.0,1.0,1.0
ESP,Spain,2021,27.590000000000003,100.0,59.02,6.829999999999998,26.439999999999998,99.08,66.93,11.840000000000003,49.72,0.8120886,1.1202722,0.38323,0.9211695,0.9207665,6.68314420473001,3.09313511976419,14.914,132.547539168518,55.0,0.85,0.775,0.0,0.0,1.0,1.0
ESP,Spain,2022,28.810000000000002,100.0,63.09,5.900000000000006,27.150000000000006,99.47,70.07,11.530000000000001,50.75,0.7816745,1.1419015,0.1569762,0.8379079,0.9606357,6.37031712129601,8.39057634118626,13.033,109.021131387118,55.0,0.867,0.782,0.0,0.0,1.0,1.0
ESP,Spain,2023,29.569999999999993,100.0,63.35,7.890000000000001,27.980000000000004,99.44,69.54,13.290000000000006,51.38,0.7395223,1.0779914,0.1484475,0.6947444,0.9304606,2.46085796805582,3.53236133492432,12.179,107.392919205272,55.0,0.846,0.759,0.0,0.0,1.0,1.0
ESP,Spain,2024,30.439999999999998,100.0,64.34,9.510000000000005,29.120000000000005,99.4,69.32,14.739999999999995,52.11,0.7145938,1.110811,-0.002992,0.6208379,0.9317736,3.45525405630191,2.77417826534772,11.4,105.639074777338,55.0,0.826,0.743,0.0,0.0,1.0,1.0
EST,Estonia,2019,19.409999999999997,100.0,76.71,2.489999999999995,12.310000000000002,99.75,91.4,9.549999999999997,51.45,1.52358,1.1953645,0.8235862,1.5431575,1.5061563,3.72664943466884,2.27725931243522,4.514,,76.0,0.898,0.848,0.0,0.0,1.0,1.0
EST,Estonia,2020,17.849999999999994,100.0,72.93,2.9200000000000017,11.799999999999997,99.75,91.05,8.659999999999997,50.62,1.5899428,1.3201957,0.9178902,1.4919949,1.4988678,-2.88380751483778,-0.444531097679829,6.956,,76.0,0.897,0.842,0.0,0.0,1.0,1.0
EST,Estonia,2021,17.769999999999996,100.0,76.21,2.4000000000000057,12.14,99.96,91.37,8.11,51.0,1.5368104,1.3707206,0.8879044,1.5595497,1.4888413,8.25488044580031,4.65316673847472,6.178,,76.0,0.9,0.853,0.0,0.0,1.0,1.0
EST,Estonia,2022,17.709999999999994,100.0,73.46,2.5400000000000063,11.689999999999998,99.96,89.87,8.349999999999994,50.45,1.5957125,1.3587321,0.8742633,1.5410127,1.5220957,-1.22616966587796,19.3982634080616,5.571,,76.0,0.896,0.853,0.0,0.0,1.0,1.0
EST,Estonia,2023,18.879999999999995,100.0,72.93,2.989999999999995,11.099999999999994,99.96,89.74,9.129999999999995,50.59,1.6727855,1.2678954,0.8473511,1.4519904,1.482125,-2.74421914571231,9.15922507983982,6.378,,76.0,0.893,0.845,0.0,0.0,1.0,1.0
EST,Estonia,2024,19.72,100.0,72.82,2.8799999999999955,11.129999999999995,99.96,89.62,8.909999999999997,50.63,1.669321,1.2969908,0.6995763,1.3977035,1.4864478,-0.0900428648493801,3.5194118998392,7.6,,76.0,0.893,0.848,0.0,0.0,1.0,1.0
ETH,Ethiopia,2019,63.95,99.24,80.21,75.41,54.97,30.35,70.37,55.22,66.22,-0.4268519,-0.5253376,-1.1789771,-0.828078099999999,-0.7767788,8.36408573314054,15.8096321719344,2.928,31.4488445669584,38.0,0.329,0.158,56.0,378.0,6.0,6.0
ETH,Ethiopia,2020,67.49000000000001,95.2,76.72,76.07,54.04,29.19,62.72,55.27,64.59,-0.368558799999999,-0.551689499999999,-1.5934093,-0.8158694,-0.8139468,6.05953089054807,20.3563468559061,3.998,,38.0,0.32,0.152,234.0,4896.0,6.0,6.0
ETH,Ethiopia,2021,72.33,86.58,76.29,74.85,55.82,26.76,62.69,58.64,64.24,-0.4003096,-0.650462099999999,-2.0139565,-0.7684521,-0.9484534,5.64153069257077,26.8395221557722,3.935,,38.0,0.29,0.136,655.0,13637.0,6.0,6.0
ETH,Ethiopia,2022,71.38,41.07,76.3,72.81,55.02,31.25,61.92,57.79,58.44,-0.406565399999999,-0.7000773,-1.8659545,-0.7815691,-0.9181925,5.32175988403378,33.8898797100898,3.386,,38.0,0.3,0.134,861.0,102918.0,5.0,6.0
ETH,Ethiopia,2023,72.18,100.0,76.85,74.48,56.23,23.3,61.6,59.26,65.49,-0.4629488,-0.6883758,-1.86375129999999,-0.8373693,-1.03931399999999,6.59424599357075,30.2188278135278,3.375,,38.0,0.279,0.106,0.0,0.0,6.0,6.0
ETH,Ethiopia,2024,72.1,100.0,77.67,76.15,51.36,20.55,62.46,54.97,64.41,-0.437863299999999,-0.645991,-1.88497389999999,-0.8332379,-1.04892419999999,7.61277447511073,21.037746057771,3.357,,38.0,0.26,0.093,0.0,0.0,6.0,6.0
FIN,Finland,2019,6.590000000000003,100.0,74.17,3.239999999999995,1.5999999999999943,99.96,96.68,2.4599999999999937,48.09,2.1845876,2.1491065,0.9978349,1.9937531,2.1086885,1.34973845741737,1.0240939296343,6.695,,88.0,0.881,0.842,0.0,0.0,1.0,1.0
FIN,Finland,2020,5.510000000000005,100.0,72.25,3.3400000000000034,1.2099999999999937,99.93,96.49,2.5999999999999943,47.67,2.2354321,2.1354229,1.1572607,1.9717616,2.108953,-2.49103605535707,0.290554555653239,7.759,,88.0,0.88,0.844,0.0,0.0,1.0,1.0
FIN,Finland,2021,5.849999999999994,100.0,73.6,4.010000000000005,1.2800000000000011,99.68,96.78,2.780000000000001,48.0,2.2264683,2.1560517,1.1287431,2.0110043,2.0708538,2.67634641498897,2.19457432340007,7.617,,88.0,0.871,0.835,0.0,0.0,1.0,1.0
FIN,Finland,2022,8.629999999999995,100.0,73.64,4.390000000000001,1.5600000000000023,99.68,95.17,4.760000000000005,48.48,2.1894699,1.8972063,1.0892287,1.9092509,1.9939363,0.763041912763526,7.12350773301402,6.719,,88.0,0.869,0.827,0.0,0.0,1.0,1.0
FIN,Finland,2023,11.64,100.0,72.86,5.859999999999999,1.7999999999999972,99.47,94.76,6.430000000000007,49.1,2.193956,1.787685,0.7648776,1.8669036,2.0200539,-0.939093459613758,6.25064322154762,7.149,,88.0,0.853,0.812,0.0,0.0,1.0,1.0
FIN,Finland,2024,10.909999999999997,100.0,72.34,7.819999999999993,1.8100000000000023,99.3,96.29,7.180000000000007,49.46,2.1920863,1.8171611,0.8325695,1.9635191,2.0212705,0.416171964862073,1.56568906231615,8.4,,88.0,0.827,0.782,0.0,0.0,1.0,1.0
FJI,Fiji,2019,31.790000000000006,100.0,75.49,62.06,37.05,68.55,75.47,38.46,61.11,0.6824056,1.1141072,0.6881602,0.152716,0.0630039999999999,-0.581946709343867,1.79388647514555,4.661,,55.0,0.391,0.264,0.0,0.0,3.0,3.0
FJI,Fiji,2020,35.06,100.0,71.07,58.75,38.98,68.16,72.27,41.96,60.78,0.5418111,0.6553479,0.6004415,-0.1526032,0.1646154,-17.1835352599354,-1.70014167847317,5.054,,55.0,0.411,0.276,0.0,0.0,3.0,3.0
FJI,Fiji,2021,34.03,100.0,74.02,60.34,39.42,67.91,72.94,41.8,61.31,0.4839702,0.7309158,0.6663534,-0.0698337,0.1636161,-4.3459619989752,1.53454853751591,5.225,,55.0,0.4,0.269,0.0,0.0,3.0,3.0
FJI,Fiji,2022,34.3,100.0,79.27,60.51,40.19,62.36,72.19,44.14,61.62,0.4582725,0.5025006,0.782553,-0.0999849,0.2370994,17.7451269773594,6.07882431529724,5.403,,55.0,0.398,0.263,0.0,0.0,4.0,3.0
FJI,Fiji,2023,33.629999999999995,100.0,77.4,48.02,39.63,70.8,72.47,40.04,60.25,0.5323283,0.5033911,0.782933,-0.0997581999999999,0.3256265,9.44245856738313,2.97544080604538,5.316,,55.0,0.509,0.411,0.0,0.0,3.0,3.0
FJI,Fiji,2024,33.629999999999995,100.0,75.79,47.88,39.4,70.91,74.28,39.08,60.12,0.5626875,0.6089609,0.6984398,0.0650821999999999,0.3057786,3.53085896076352,3.89084237884105,5.361,,55.0,0.514,0.41,0.0,0.0,3.0,3.0
FRA,France,2019,24.28,100.0,72.76,6.1299999999999955,20.060000000000002,93.67,90.51,10.969999999999999,52.3,1.3620502,1.4821333,0.2040672,1.4571643,1.1849149,2.02744646419237,1.10825492288293,8.415,,66.0,0.866,0.793,0.0,0.0,1.0,2.0
FRA,France,2020,25.209999999999994,100.0,70.74,6.319999999999993,20.58,92.79,88.29,10.909999999999997,51.86,1.2939757,1.4906558,0.1270887,1.2588514,1.1272001,-7.44064589948231,0.476498852725065,8.009,,66.0,0.866,0.789,0.0,0.0,1.0,2.0
FRA,France,2021,25.25,100.0,74.48,6.25,19.599999999999994,92.75,88.48,10.5,52.16,1.422803,1.5363267,0.1241525,1.2843889,1.0805521,6.88233783360239,1.64233141038393,7.871,,66.0,0.868,0.789,0.0,0.0,1.0,2.0
FRA,France,2022,27.010000000000005,100.0,73.72,5.439999999999998,18.790000000000006,92.89,87.99,9.680000000000007,51.94,1.3856444,1.4637769,0.0198376,1.2688944,1.0195192,2.71676264185913,5.22236748369725,7.303,,66.0,0.875,0.807,0.0,0.0,1.0,2.0
FRA,France,2023,28.310000000000002,100.0,73.38,5.6200000000000045,20.439999999999998,92.75,87.6,11.409999999999997,52.44,1.2672713,1.3517693,-0.0187716,1.2327254,0.9946177,1.43921494437743,4.8783572650844,7.335,,66.0,0.871,0.807,0.0,0.0,1.0,2.0
FRA,France,2024,31.180000000000007,100.0,73.43,6.319999999999993,20.159999999999997,92.72,86.86,12.129999999999995,52.85,1.2182239,1.2007009,-0.241365399999999,1.1461527,0.97866,1.19046798275883,1.99904942291462,7.4,,66.0,0.864,0.8,0.0,0.0,1.0,2.0
FSM,"Micronesia, Fed. Sts.",2019,36.44,100.0,77.18,48.335,35.099999999999994,100.0,72.29,50.39,67.34,0.7791,0.0007813,1.009383,-0.8495212,0.2217998,4.08163265306123,1.92385170787923,,24.1514441624365,,,,0.0,0.0,1.0,1.0
FSM,"Micronesia, Fed. Sts.",2020,31.25,100.0,75.15,47.83,43.66,100.0,71.72,47.34,67.02,0.4040448,0.1389059,1.1206831,-0.851506099999999,0.6699225,-1.67294117647059,0.554594630853174,,27.7955651702173,,,,0.0,0.0,1.0,1.0
FSM,"Micronesia, Fed. Sts.",2021,28.849999999999994,100.0,70.81,48.185,46.02,100.0,64.84,47.29,65.4,0.3004111,0.1409627,1.2268624,-0.761884,0.8844429,3.09969928290539,3.19128406597466,,,,,,0.0,0.0,1.0,1.0
FSM,"Micronesia, Fed. Sts.",2022,27.769999999999996,100.0,68.3,50.21,46.04,100.0,64.62,52.29,65.57,0.2998184,-0.0852637,1.5042238,-0.7640118,0.9774711,-2.90588999868474,5.40874375479067,,,,,,0.0,0.0,1.0,1.0
FSM,"Micronesia, Fed. Sts.",2023,27.760000000000005,100.0,42.29,49.965,46.08,100.0,32.36,52.28,57.25,0.2977827,-0.0843730999999999,1.5046321,-0.7637851,0.9770145,0.453118220707168,,,,,,,0.0,0.0,1.0,1.0
FSM,"Micronesia, Fed. Sts.",2024,28.540000000000006,100.0,42.5,51.269999999999996,36.72,100.0,32.37,54.5,56.38,0.7080176,-0.1847801,1.499468,-0.7632717,0.9769408,0.718990177344025,,,,,,,0.0,0.0,1.0,1.0
GAB,Gabon,2019,59.92,100.0,62.21,72.45,74.99,40.18,63.59,68.67,67.75,-0.8194499,-0.7880906,-0.2805716,-0.8766721,-0.865841899999999,3.92080879452831,2.46456756151187,20.371,,29.0,0.377,0.201,0.0,0.0,7.0,5.0
GAB,Gabon,2020,60.14,100.0,59.97,72.97,74.87,38.81,63.42,69.19,67.42,-0.8043948,-0.8134549,-0.2194997,-0.8995732,-0.9315253,-1.83776106357656,1.35276110675333,21.279,,29.0,0.368,0.196,0.0,0.0,7.0,5.0
GAB,Gabon,2021,58.84,100.0,60.88,72.85,75.34,38.81,64.22,67.53999999999999,67.31,-0.8653289,-0.588664699999999,-0.28203,-0.832492799999999,-0.9165415,1.46795731487489,1.0869074651941,21.223,,29.0,0.368,0.199,0.0,0.0,7.0,5.0
GAB,Gabon,2022,59.1,100.0,61.93,73.08,76.39,39.12,64.77,67.8,67.77,-1.0035399,-0.5943568,-0.1324826,-0.760076299999999,-1.0937103,3.03761449530657,4.23124798274579,20.319,,29.0,0.362,0.199,0.0,0.0,7.0,5.0
GAB,Gabon,2023,59.92,100.0,61.96,77.33,76.17,38.21,65.05,69.09,68.47,-0.9748427,-0.5840974,-0.2702052,-0.7404782,-1.07816429999999,2.43893665064327,3.62901534185376,20.161,,29.0,0.325,0.185,0.0,0.0,7.0,5.0
GAB,Gabon,2024,60.43,100.0,62.41,86.75,75.88,38.42,65.46,72.58,70.24,-0.936776899999999,-0.5671547,-0.276887,-0.723457799999999,-1.155705,3.39403899592401,1.17311998381218,20.091,,29.0,0.227,0.151,0.0,0.0,7.0,5.0
GBR,United Kingdom,2019,20.319999999999993,99.97,62.32,7.489999999999995,13.090000000000003,98.1,68.48,9.819999999999993,47.45,1.7674285,1.3966716,0.5681497,1.7134917,1.4384752,1.25629899760824,1.73810460086513,3.657,158.972569875821,70.0,0.854,0.787,3.0,4.0,1.0,1.0
GBR,United Kingdom,2020,21.540000000000006,100.0,54.96,5.959999999999994,14.060000000000002,97.53,61.45,9.989999999999995,45.69,1.7210258,1.3728014,0.5102213,1.6013639,1.3554927,-10.047896637362,0.989486703772491,4.472,194.682828796265,70.0,0.871,0.8,0.0,0.0,1.0,1.0
GBR,United Kingdom,2021,22.78,100.0,59.63,7.3700000000000045,14.900000000000006,97.11,63.25,11.239999999999995,47.04,1.6641761,1.3289695,0.4363658,1.600758,1.3061844,8.5431118453255,2.51837109614213,4.864,183.804848939919,70.0,0.857,0.781,0.0,0.0,1.0,1.0
GBR,United Kingdom,2022,23.599999999999994,100.0,65.43,8.579999999999998,15.120000000000005,97.36,71.23,11.980000000000004,49.16,1.6352771,1.2932604,0.3676912,1.6491931,1.2994581,5.14970388522993,7.92204883147902,3.768,138.215904304967,70.0,0.844,0.768,0.0,0.0,1.0,1.0
GBR,United Kingdom,2023,24.959999999999994,100.0,64.64,8.310000000000002,16.17,97.43,71.2,12.659999999999997,49.42,1.4745753,1.1378943,0.3683427,1.5889865,1.2703547,0.271650048355255,6.79396706793963,4.025,136.142431919028,70.0,0.852,0.771,0.0,0.0,1.0,1.0
GBR,United Kingdom,2024,25.439999999999998,100.0,65.39,9.980000000000004,15.530000000000001,97.04,71.69,12.680000000000007,49.72,1.5097548,1.1849099,0.2577085,1.5112377,1.269914,1.1264226705118,3.2715729463592,4.361,131.073062954793,70.0,0.832,0.75,0.0,0.0,1.0,1.0
GEO,Georgia,2019,41.19,100.0,72.45,40.02,33.980000000000004,75.24,81.76,30.260000000000005,59.36,0.8436252,0.511363,-0.134771,0.8781482,0.2144371,5.38071926589951,4.85289821696723,11.565,44.723685798174,50.0,0.627,0.48,0.0,0.0,3.0,3.0
GEO,Georgia,2020,42.31,100.0,67.4,41.39,33.72,75.63,77.63,31.72,58.72,0.8203237,0.3081567,-0.1271941,0.8062149,0.2567958,-6.2904717853839,5.2024648897534,11.734,65.193315792645,50.0,0.616,0.47,0.0,0.0,3.0,3.0
GEO,Georgia,2021,42.04,100.0,71.8,42.71,35.69,69.51,79.48,32.34,59.2,0.7226795,0.4515433,-0.2017684,0.8431074,0.2251347,10.6442336580969,9.56691433824769,11.785,54.7271260127791,50.0,0.604,0.454,0.0,0.0,4.0,3.0
GEO,Georgia,2022,41.68,100.0,73.4,42.32,36.27,69.47,80.85,32.33,59.54,0.6512819,0.4424252,-0.100034699999999,0.7730594,0.18182,10.9585321385624,11.8981654203198,11.621,42.9693933571232,50.0,0.607,0.464,0.0,0.0,4.0,3.0
GEO,Georgia,2023,40.9,100.0,73.21,42.81,36.25,69.12,81.6,31.879999999999995,59.47,0.6584135,0.5876041,-0.120908599999999,0.8085223,0.1642921,7.83220126555726,2.48776056578715,11.549,43.4063813624702,50.0,0.591,0.456,0.0,0.0,4.0,3.0
GEO,Georgia,2024,45.62,100.0,74.05,54.54,41.43,65.6,81.04,40.02,62.79,0.3810861,0.4562672,-0.6127592,0.6500428,0.1489667,9.67979387500691,1.10971758022096,11.557,40.0993201611166,50.0,0.48,0.327,0.0,0.0,4.0,3.0
GHA,Ghana,2019,44.99,100.0,78.46,25.629999999999995,62.28,92.4,71.02,49.28,65.51,-0.0994456,-0.0546834,0.0133997,-0.1935344,0.1177125,6.5077747939152,7.14364003330857,3.067,,43.0,0.718,0.606,0.0,0.0,1.0,2.0
GHA,Ghana,2020,44.37,100.0,76.66,26.36,61.81,86.95,71.17,48.54,64.48,-0.0922532,-0.0103657,0.0588855,-0.1601259,0.1110047,0.513941670628171,9.88728956269944,3.178,,43.0,0.718,0.604,0.0,0.0,2.0,2.0
GHA,Ghana,2021,46.78,100.0,77.81,33.849999999999994,62.98,86.18,70.84,51.66,66.26,-0.1554389,-0.0445107,-0.1622488,-0.1880837,0.0415219,5.07646643533542,9.9710886750444,3.2,,43.0,0.659,0.554,0.0,0.0,2.0,2.0
GHA,Ghana,2022,47.42,99.96,76.54,33.75,62.43,86.56,69.27,51.57,65.94,-0.0967234999999999,-0.0662946,-0.1877453,-0.1621235,0.0021348,3.80484980952164,31.2558951049016,2.87,,43.0,0.663,0.559,3.0,12.0,2.0,2.0
GHA,Ghana,2023,46.23,100.0,76.0,33.68000000000001,62.68,86.32,68.7,51.43,65.63,-0.1303327,-0.0177779,-0.0688107,-0.159406,-0.0029916,3.14009099763754,38.1069656296501,2.829,,43.0,0.657,0.555,0.0,0.0,2.0,2.0
GHA,Ghana,2024,44.64,100.0,77.53,32.61,63.71,86.25,70.83,51.11,65.83,-0.1934794,0.0595796,0.0114605,-0.0898549,0.0539695,5.59045469593266,22.8483281157842,2.82,,43.0,0.665,0.56,0.0,0.0,2.0,2.0
GIN,Guinea,2019,64.97999999999999,99.99,76.31,73.68,80.27,44.73,63.94,71.72,71.95,-0.9231457,-0.6765097,-0.857881799999999,-0.792774299999999,-1.08321389999999,5.61691446889876,9.47001039253012,5.018,,26.0,0.36,0.141,1.0,1.0,5.0,4.0
GIN,Guinea,2020,67.78,99.95,75.1,79.74,80.25,34.98,63.45,75.53,72.1,-0.8663898,-0.8118614,-1.0877324,-0.826735999999999,-1.0962208,4.70459096113575,10.6016203387167,6.007,,26.0,0.295,0.113,3.0,49.0,5.0,5.0
GIN,Guinea,2021,66.53,99.99,75.39,83.96000000000001,81.35,34.7,62.28,76.87,72.63,-1.0113603,-0.808593999999999,-1.0159308,-0.912789299999999,-1.003033,5.5823328114905,12.5972882566934,5.815,,26.0,0.258,0.098,1.0,1.0,5.0,5.0
GIN,Guinea,2022,66.28,100.0,75.68,91.4,81.07,28.65,61.92,80.9,73.24,-0.9739553,-0.9248516,-0.813667399999999,-0.960537699999999,-1.05538819999999,3.97240784200721,10.4930409984424,5.174,,26.0,0.172,0.082,0.0,0.0,6.0,5.0
